"id","name","email","password","profilePicture","description","dateOfBirth","language","createdAt","skill","currentEducation","experienceYears","interest","learningResource","tools","filledInformation"
"7b3ecf16-90c6-4bc6-ab60-80dc80a7b340","Marcos Hammes","Madie50@yahoo.com","3819da18-42f2-430b-b40b-843ab1fb3f11",,,"2014-04-16 17:17:23.535","Dutch","2024-09-02 02:08:21.839","AI in Finance","High School","0","Generative AI;Speech Recognition;Robotics;AI in Education;Cognitive Computing;Autonomous Vehicles;Expert Systems;Machine Learning;AI in Finance;Reinforcement Learning;AI in Healthcare;Natural Language Processing;AI Ethics;Deep Learning;Computer Vision;Recommender Systems;Neural Networks;AI for Games","Harvard Online;YouTube","Hugging Face Transformers;TensorFlow;Keras;Weka;IBM Watson;DataRobot","0"
"7df5d021-c3c4-42e7-b413-4c4a4e60305e","Cindy Ernser","Zackery.Crona@yahoo.com","d8925200-e99d-424a-bcd8-ce3cd5b5e4bd",,,"2006-03-17 17:35:16.438","Portuguese","2024-09-02 02:08:21.839","AI in Finance;Generative AI;Recommender Systems;Robotics;AI Ethics;AI for Games;Cognitive Computing;Machine Learning;Deep Learning;Speech Recognition;AI Planning and Optimization",,"5","Autonomous Vehicles","DeepLearning.ai;Stanford Online;edX;MIT OpenCourseWare;YouTube;Coursera;Udemy;Google AI;;GitHub;Harvard Online","Hugging Face Transformers;DataRobot;PyTorch;OpenAI GPT;BigML;RapidMiner;Microsoft Azure AI;","0"
"80b7bbc6-371e-49d2-9936-bd58f54974be","Harvey Price","Deontae54@hotmail.com","771eba58-dcf3-480b-834f-7ff1575857e2",,,"2007-12-22 14:13:47.371","English","2024-09-02 02:08:21.839","AI in Education;Expert Systems;AI Ethics;AI in Healthcare;AI in Finance;Reinforcement Learning","University","2","Autonomous Vehicles;Robotics;Cognitive Computing;Reinforcement Learning;AI in Healthcare;Generative AI;AI Planning and Optimization;Expert Systems;Computer Vision;Neural Networks;",";Google AI;Harvard Online;GitHub;Coursera;Kaggle;MIT OpenCourseWare;YouTube;DeepLearning.ai","DataRobot;Keras;Weka;Scikit-learn;PyTorch","0"
"8200e175-e43a-4508-967c-7cffb5647e26","Cassandra Morissette","Lenore_Gusikowski@gmail.com","71c16182-bae8-4093-b13b-49175d8bf783",,,"2012-01-20 22:16:51.783","Vietnamese","2024-09-02 02:08:21.839","Neural Networks","High School","0","Reinforcement Learning;AI in Finance;Autonomous Vehicles;Robotics;Computer Vision;Expert Systems;AI in Healthcare;Machine Learning;Neural Networks;Generative AI","edX;DeepLearning.ai;MIT OpenCourseWare;Kaggle;YouTube;Coursera","PyTorch;Microsoft Azure AI;TensorFlow;Hugging Face Transformers;","0"
"82cd4835-b384-40f4-b2b3-31bdd8115a5d","Amos Buckridge","Cecile.Cole@hotmail.com","134e7119-f16e-4d00-8129-c7bcb5b15bca",,,"2011-12-02 10:57:19.412",,"2024-09-02 02:08:21.839","Expert Systems;Deep Learning;Speech Recognition;AI in Finance;AI for Games;AI in Education;Reinforcement Learning;Robotics;Computer Vision;Recommender Systems;Natural Language Processing",,"5","Speech Recognition;Generative AI","YouTube;Coursera;MIT OpenCourseWare","IBM Watson","0"
"833c3ae3-76d5-4235-93a1-d8cb06f7f1bb","Clyde Ritchie","Declan_Dickinson@gmail.com","bb2339f0-ebfe-4341-bd08-e58665e29fbf",,,"2023-04-28 11:44:56.361","Spanish","2024-09-02 02:08:21.839","Machine Learning;Neural Networks;Speech Recognition","Middle School","1","AI in Finance;Neural Networks;AI for Games;Deep Learning;Expert Systems;Speech Recognition;Machine Learning;Autonomous Vehicles;Generative AI;AI Ethics;AI in Healthcare;Recommender Systems","YouTube;Coursera;edX;GitHub;DeepLearning.ai;Stanford Online;Kaggle;Udemy;Harvard Online","Keras;Weka;PyTorch;Microsoft Azure AI;OpenCV","0"
"83f5cbb8-9cd6-4b00-aa11-8ea9c73755ed","Dianna Kutch","Roosevelt75@gmail.com","f0286a71-20e6-4b4c-b572-6c00b2a9ec66",,,"2016-10-18 14:10:44.299","Arabic","2024-09-02 02:08:21.839","Reinforcement Learning;;AI in Education;Recommender Systems;Expert Systems;Computer Vision;AI for Games;AI in Healthcare","Undergraduate Degree","3","Computer Vision;AI Planning and Optimization;Cognitive Computing;Generative AI","Google AI;Kaggle;;edX;MIT OpenCourseWare;YouTube;Harvard Online;Coursera",";Google Cloud AI;PyTorch;TensorFlow;Hugging Face Transformers;Microsoft Azure AI;RapidMiner;IBM Watson;Amazon SageMaker;Weka;BigML;Keras;OpenCV;OpenAI GPT","0"
"84ee09de-b79f-4e00-8400-6ff319e73837","Edith Haley","Mae_Hauck@hotmail.com","e3ed448f-1d0d-4397-aaaa-476a61427935",,,"2013-07-17 16:26:36.979",,"2024-09-02 02:08:21.839","AI Planning and Optimization;AI in Finance","Elementary","1","Expert Systems;AI in Healthcare;AI in Education;Recommender Systems;Cognitive Computing;AI Planning and Optimization;Natural Language Processing;Reinforcement Learning;Deep Learning",";YouTube;Stanford Online;Kaggle;GitHub;edX;MIT OpenCourseWare","PyTorch;BigML;Scikit-learn","0"
"85a44155-83c9-484b-aab5-ea91d2902a10","Gayle Heaney","Fanny_Kuphal@gmail.com","ce51d379-b3f4-4209-bcbc-10c7d1517315",,,"2022-12-31 05:55:38.668","Spanish","2024-09-02 02:08:21.839",,"High School","0","Neural Networks;Deep Learning;AI Planning and Optimization;AI in Education;Cognitive Computing;Recommender Systems",";Coursera;YouTube;Stanford Online;Google AI;Harvard Online;MIT OpenCourseWare;Udemy;GitHub","Microsoft Azure AI;TensorFlow","0"
"88051f4c-b3e3-4926-9f87-c09e36e31537","Erma Marvin","Reyes38@hotmail.com","157934cb-82f7-493f-91d0-e38f34c5dd63",,,"2017-11-08 23:39:00.499","Vietnamese","2024-09-02 02:08:21.839","Reinforcement Learning;AI in Finance;Generative AI;AI in Healthcare","Middle School","2","Computer Vision;Cognitive Computing;AI Planning and Optimization;Reinforcement Learning;Speech Recognition","GitHub;;DeepLearning.ai;YouTube;Coursera;edX","Hugging Face Transformers;BigML;Weka;Amazon SageMaker","0"
"88e1ce39-6402-4ed5-ac3f-5ea48fa96ae2","Brent Grimes","Aurelio.Conn@gmail.com","190ae6dd-9917-4598-9f09-d0140095c53e",,,"2017-03-17 18:02:54.754","Japanese","2024-09-02 02:08:21.839","AI in Education;AI in Finance;;Speech Recognition","Middle School","2","Cognitive Computing;Computer Vision;Recommender Systems;Expert Systems;AI in Finance;Robotics;Deep Learning",";YouTube;DeepLearning.ai;Stanford Online;Udemy;Harvard Online;GitHub;Kaggle;edX;MIT OpenCourseWare","RapidMiner;Keras;PyTorch;Weka;OpenCV;Scikit-learn;Amazon SageMaker;DataRobot;Google Cloud AI;OpenAI GPT;TensorFlow;","0"
"8b4574f2-3e10-4b8d-86ee-088c0f162f5a","Trevor Carter","Alysa_Gusikowski@yahoo.com","3f2cc986-303d-40f3-8699-55f762aabad3",,,"2020-04-05 00:40:35.016","Hindi","2024-09-02 02:08:21.839","Natural Language Processing;AI in Finance;Robotics;AI Planning and Optimization;AI in Education;AI Ethics;Speech Recognition;Expert Systems;","Master Degree","4","AI in Healthcare;AI Planning and Optimization;Natural Language Processing;Cognitive Computing;AI for Games;AI in Finance;Speech Recognition;Computer Vision","Kaggle;YouTube;Udemy;MIT OpenCourseWare;Coursera;Stanford Online;GitHub;","Google Cloud AI;DataRobot;PyTorch;OpenAI GPT","0"
"8b6698fb-0783-421d-87dd-98fce3636c77","Dallas Mueller","Benjamin74@yahoo.com","b91e22c5-98a3-4581-bbf3-eb7c445a03f1",,,"2005-06-29 18:13:14.656","Turkish","2024-09-02 02:08:21.839","Generative AI;Recommender Systems;AI for Games;Autonomous Vehicles;AI in Education;AI Planning and Optimization;Computer Vision;Robotics;Reinforcement Learning","Master Degree","4","Deep Learning;Natural Language Processing;Generative AI;AI Ethics;Expert Systems;Cognitive Computing;AI for Games;Autonomous Vehicles;AI in Education;Speech Recognition","Google AI;Harvard Online;Kaggle;DeepLearning.ai;Stanford Online","RapidMiner;DataRobot;TensorFlow;Hugging Face Transformers;Google Cloud AI;OpenAI GPT;Amazon SageMaker;PyTorch;BigML;Microsoft Azure AI;;Scikit-learn","0"
"8ef11fd2-7758-4eaf-b88a-2d51d0de5911","Mildred Quigley","Sylvia.Bergstrom@gmail.com","413357d2-47c4-4515-a10f-c3f3a01aa5ec",,,"2017-09-22 21:14:43.964","Mandarin","2024-09-02 02:08:21.839","AI Planning and Optimization;Machine Learning;;Recommender Systems;AI in Education;Generative AI;AI Ethics;AI for Games;Deep Learning;AI in Healthcare;AI in Finance",,"5","Generative AI;AI in Healthcare;;Robotics;Natural Language Processing;AI Planning and Optimization;AI in Education;Reinforcement Learning;Neural Networks;Machine Learning;Deep Learning;AI in Finance;Recommender Systems;AI for Games","Udemy;Stanford Online;;Google AI;Kaggle;MIT OpenCourseWare;DeepLearning.ai;GitHub;YouTube;Harvard Online","Keras;;Amazon SageMaker;Google Cloud AI;OpenAI GPT;BigML;Microsoft Azure AI;IBM Watson","0"
"8f77e29a-9af1-4674-9f99-9cfa6d7c8458","Irving Jaskolski","Marlon61@hotmail.com","26370a19-680e-4d7f-ae6c-b6b7d47a2dc8",,,"2005-12-14 02:50:44.467","Korean","2024-09-02 02:08:21.839","Neural Networks;Generative AI;Reinforcement Learning;AI Ethics;Cognitive Computing;;Expert Systems;Recommender Systems;Autonomous Vehicles;Natural Language Processing;Computer Vision",,"5","AI in Finance;Reinforcement Learning;Cognitive Computing;AI in Education;AI in Healthcare;AI Planning and Optimization;Recommender Systems;Machine Learning;AI Ethics;Computer Vision;Neural Networks;Natural Language Processing;Generative AI;Expert Systems;Autonomous Vehicles;Speech Recognition","YouTube;Coursera;Google AI;Udemy;GitHub;Kaggle","Weka;DataRobot;OpenAI GPT;Scikit-learn;TensorFlow;RapidMiner;OpenCV;Hugging Face Transformers;BigML;Microsoft Azure AI;IBM Watson;;Amazon SageMaker;Keras;Google Cloud AI","0"
"9311e2b1-d66c-4098-beb5-e950147e564c","Pat Jast","Percy.McCullough@gmail.com","14ac1cec-3276-4b61-8aec-f7f169e7e089",,,"2024-01-11 19:03:14.299","Korean","2024-09-02 02:08:21.839","Expert Systems;Recommender Systems;Reinforcement Learning;AI for Games;;AI in Finance;Generative AI;Computer Vision;Deep Learning;AI Planning and Optimization;AI in Healthcare",,"5","Deep Learning;AI in Healthcare;Cognitive Computing;;AI Planning and Optimization;Robotics;Reinforcement Learning;AI Ethics;Generative AI;Speech Recognition;Recommender Systems;Autonomous Vehicles","Harvard Online;edX;Kaggle;Stanford Online;Udemy;MIT OpenCourseWare;Google AI;YouTube;GitHub;DeepLearning.ai","DataRobot;;TensorFlow;Amazon SageMaker;BigML;Hugging Face Transformers;RapidMiner;Keras;Microsoft Azure AI;IBM Watson;Scikit-learn","0"
"93e4c3e6-fb70-4293-a189-f2e3a540680a","Dianne Wisozk","Kameron.West67@hotmail.com","4e53d93b-021c-4389-9938-20d8c25ca7b8",,,"2014-07-01 21:53:53.296","Hindi","2024-09-02 02:08:21.839","Machine Learning;Deep Learning;Recommender Systems;Natural Language Processing;Cognitive Computing;Speech Recognition;AI in Finance;AI in Healthcare;Expert Systems;Computer Vision;Autonomous Vehicles",,"5","AI in Education","Udemy;YouTube;MIT OpenCourseWare;edX;Coursera;Harvard Online;DeepLearning.ai;","BigML;OpenCV;Hugging Face Transformers","0"
"94ca0bcd-3419-45e7-b503-bd67e8d18ced","Jennifer Weber-Gorczany","Conrad_Hane80@gmail.com","56a870d8-edd0-49cf-b3af-df48cc601812",,,"2009-01-13 15:47:50.131","Japanese","2024-09-02 02:08:21.839","Recommender Systems;Speech Recognition;Reinforcement Learning;Autonomous Vehicles;AI for Games;Expert Systems;AI Ethics;AI in Healthcare;","Master Degree","4","AI for Games;Generative AI;Neural Networks;Reinforcement Learning;Computer Vision;AI in Healthcare;AI Ethics;Speech Recognition;AI in Finance;Cognitive Computing;Machine Learning;Recommender Systems",,"DataRobot;Amazon SageMaker;PyTorch;Microsoft Azure AI;OpenAI GPT;TensorFlow;RapidMiner","0"
"95f52119-c385-4a6e-add5-40d0481acd3e","Dr. Jimmie Nicolas II","Rita.Marvin29@yahoo.com","5ce0bcff-9f68-4fd7-b703-8ad31f0f5fb1",,,"2024-03-15 17:43:44.903","Russian","2024-09-02 02:08:21.839",";AI in Education;AI for Games;Deep Learning;Natural Language Processing;Robotics;AI in Healthcare","Undergraduate Degree","3","AI Ethics;Speech Recognition;AI in Education;AI in Finance;;AI Planning and Optimization;Robotics;Natural Language Processing;Computer Vision;Recommender Systems;Machine Learning;Generative AI;Neural Networks;Expert Systems","Udemy;GitHub","Hugging Face Transformers;TensorFlow;Google Cloud AI","0"
"979b1d4e-d653-4589-b0a0-cce3834badae","Hazel Krajcik","Garrison.Marquardt@yahoo.com","070e36ec-f227-43d9-b3fd-59876efd770e",,,"2013-12-27 21:38:28.641","Turkish","2024-09-02 02:08:21.839","Speech Recognition;AI Planning and Optimization;Cognitive Computing;AI in Healthcare;Recommender Systems;Robotics;;AI Ethics","Undergraduate Degree","3","Expert Systems","Udemy;GitHub;Coursera;Harvard Online;MIT OpenCourseWare;;DeepLearning.ai;edX;Stanford Online;Kaggle","Hugging Face Transformers;PyTorch;DataRobot;Google Cloud AI;RapidMiner","0"
"982b9a15-5598-4935-941d-08bacf5f8ed8","Marcos Bednar Jr.","Kyra87@hotmail.com","3eeb2d9c-0760-42d3-b4cf-5cc9aa854345",,,"2012-01-25 18:24:22.618","Greek","2024-09-02 02:08:21.839","AI for Games;AI in Finance;AI Ethics;Deep Learning;Computer Vision;Neural Networks;AI Planning and Optimization","Undergraduate Degree","3","AI Ethics;AI Planning and Optimization;Autonomous Vehicles;AI in Finance","YouTube","DataRobot;PyTorch;Hugging Face Transformers;OpenCV;Google Cloud AI;;Scikit-learn;Keras;Weka;RapidMiner;TensorFlow;Microsoft Azure AI;BigML;IBM Watson","0"
"98b004d2-a6e8-457c-aeda-383d43e1c95b","Ms. Ernestine Nader","Trisha23@yahoo.com","8ee00c99-9f33-4bab-971b-a768189f3633",,,"2005-10-24 12:47:27.158","Portuguese","2024-09-02 02:08:21.839","Natural Language Processing;Machine Learning","Elementary","1","AI for Games;Speech Recognition;Reinforcement Learning;Expert Systems;Machine Learning;;Neural Networks;Generative AI;AI Planning and Optimization","Harvard Online;Google AI;YouTube;GitHub","OpenCV;;IBM Watson;Keras;Amazon SageMaker","0"
"98faea30-02a4-4c5f-aa64-de038cc1d251","Salvatore Kassulke","Jedidiah_Cruickshank@yahoo.com","d11ca6f2-4586-43db-818c-053dac1c6d56",,,"2023-02-25 09:26:07.494","Italian","2024-09-02 02:08:21.839",,"High School","0","Cognitive Computing;Machine Learning;Autonomous Vehicles;AI for Games","Stanford Online;YouTube;MIT OpenCourseWare;GitHub;edX;Harvard Online;Udemy;Kaggle;DeepLearning.ai;Coursera","OpenCV;Weka;;Microsoft Azure AI;Scikit-learn;TensorFlow;DataRobot;Google Cloud AI;Amazon SageMaker;Hugging Face Transformers;OpenAI GPT;BigML","0"
"99e49925-9805-49e7-a5c4-f79656b2dfdb","Doris Greenholt","Morton96@hotmail.com","d707f39d-1f87-4d74-b017-25a94eacd1f6",,,"2011-03-16 15:56:12.398","French","2024-09-02 02:08:21.839","Speech Recognition;AI Planning and Optimization;","Middle School","1","Robotics;Reinforcement Learning;AI in Education;Speech Recognition;AI in Finance;Deep Learning","Kaggle;Harvard Online;Coursera;;edX;MIT OpenCourseWare","Amazon SageMaker;RapidMiner;Keras;PyTorch;Weka;OpenCV","0"
"9bd6d582-b554-464e-bc11-b79c5e782edd","Mr. Lance Ziemann","Michaela_Wiza77@hotmail.com","9a312d67-1a5a-408e-95be-19d3101cd54d",,,"2014-03-29 09:56:02.682","French","2024-09-02 02:08:21.839","Natural Language Processing;Deep Learning;Speech Recognition;Generative AI;Expert Systems;AI in Education","University","2","Neural Networks;Cognitive Computing;Speech Recognition;AI for Games;Expert Systems;Deep Learning;Autonomous Vehicles;AI Ethics;Natural Language Processing;Machine Learning;AI in Healthcare;Recommender Systems;;Generative AI;AI in Education;Robotics","GitHub;MIT OpenCourseWare;Kaggle","PyTorch;OpenCV;IBM Watson;DataRobot;Scikit-learn;Google Cloud AI;Amazon SageMaker;Hugging Face Transformers;Weka;Keras;RapidMiner;OpenAI GPT;TensorFlow","0"
"9d0a5455-f4e4-42b6-aad1-352a16d3c474","Courtney Kris","Cleve_Kuhic@hotmail.com","4c582780-7384-4345-aaba-2a3c13da308c",,,"2020-03-21 16:31:33.837","Korean","2024-09-02 02:08:21.839","AI in Finance;Cognitive Computing","Elementary","1","Deep Learning;Machine Learning;Generative AI;Neural Networks;Speech Recognition;Reinforcement Learning","Harvard Online;Stanford Online","Weka;Keras;OpenCV;;Scikit-learn","0"
"9d69f4c9-28fb-4f53-a69b-105fdd18b51c","Alvin Stroman","Richard86@gmail.com","4e1bfeb5-ca82-49ad-8317-f1a257aac110",,,"2024-04-29 18:53:56.317","Thai","2024-09-02 02:08:21.839","Autonomous Vehicles;AI in Finance;Cognitive Computing;Machine Learning;Generative AI;;AI in Education;AI Planning and Optimization","Undergraduate Degree","3","Autonomous Vehicles;AI for Games;AI Ethics;Natural Language Processing;Generative AI;Machine Learning;Neural Networks;AI in Education;Recommender Systems;Cognitive Computing;AI in Finance;Speech Recognition;Reinforcement Learning;Deep Learning;Computer Vision;;Robotics;AI in Healthcare;AI Planning and Optimization","Google AI;MIT OpenCourseWare;Coursera;Udemy;DeepLearning.ai","Hugging Face Transformers;PyTorch;Keras;Google Cloud AI;Amazon SageMaker;Microsoft Azure AI;RapidMiner","0"
"a4c74a6e-572b-4f97-b130-9d141c8c84b2","Joel West","Charlotte51@hotmail.com","59f7cd51-5fb1-4b17-b3a6-56539e229da2",,,"2017-04-03 15:12:16.187","Hindi","2024-09-02 02:08:21.839","Computer Vision;AI Ethics;Machine Learning;Neural Networks;AI Planning and Optimization;Natural Language Processing;","Undergraduate Degree","3","Natural Language Processing;Deep Learning;Machine Learning;AI in Healthcare","Coursera;MIT OpenCourseWare;DeepLearning.ai","Amazon SageMaker;Keras;","0"
"a598e807-284f-4220-a7be-4de45842e509","Lucille Will","Marjory63@yahoo.com","cc9426f9-9aa5-4545-8340-dc5a759f4a18",,,"2024-07-14 05:28:59.515","Spanish","2024-09-02 02:08:21.839","AI for Games;AI Ethics;Autonomous Vehicles;","Middle School","2","AI Planning and Optimization;Computer Vision;Robotics;Neural Networks;Autonomous Vehicles;Speech Recognition;AI in Healthcare;Generative AI;Recommender Systems;Deep Learning","Coursera;;Udemy;YouTube;Stanford Online;Harvard Online","OpenAI GPT","0"
"a67d1fba-7d0c-4495-aea1-0461835fc9aa","Dr. Alberto Gottlieb DDS","Alexandre_Langworth-Kub99@hotmail.com","73b3fd95-380e-4111-b4e0-7fed9a7f38b2",,,"2022-09-14 17:49:21.113","Italian","2024-09-02 02:08:21.839",,"High School","0","AI Ethics;;Reinforcement Learning;Autonomous Vehicles;AI for Games;Neural Networks;Natural Language Processing","Kaggle","PyTorch;Keras;RapidMiner;Hugging Face Transformers;OpenAI GPT;Weka;Microsoft Azure AI;Google Cloud AI","0"
"a724d53d-4662-4e58-abc5-835afac23d4a","Ms. Kara Sporer","Mervin34@hotmail.com","fccd5f3b-e27b-407b-98c0-24ab936cd503",,,"2012-05-22 11:12:35.947","Polish","2024-09-02 02:08:21.839","Robotics;AI in Education;Recommender Systems;AI for Games;Cognitive Computing;Natural Language Processing","University","2",";Computer Vision;Machine Learning;AI in Finance;AI for Games;Deep Learning;Reinforcement Learning;AI Ethics;AI in Healthcare;Neural Networks;Natural Language Processing;AI in Education;Speech Recognition;Autonomous Vehicles;Recommender Systems;AI Planning and Optimization;Expert Systems;Robotics","Stanford Online;MIT OpenCourseWare;Coursera;Udemy;DeepLearning.ai;YouTube;Kaggle;Harvard Online;edX;","RapidMiner;IBM Watson","0"
"a78a2e1b-1655-468f-8a88-b144f45d981c","Kerry Jacobs","Jerel.Mosciski36@hotmail.com","2c3db2a4-d5fb-4cdd-bed0-b9a19baa2b10",,,"2021-10-16 18:52:28.887","Vietnamese","2024-09-02 02:08:21.839","Autonomous Vehicles;AI Ethics;Reinforcement Learning;Recommender Systems;;Natural Language Processing;Generative AI;Cognitive Computing;AI for Games","Master Degree","4","AI in Education;;Speech Recognition",";DeepLearning.ai;Stanford Online;MIT OpenCourseWare;Coursera;Kaggle;edX;Harvard Online;YouTube;GitHub","Google Cloud AI;Amazon SageMaker;PyTorch;;Microsoft Azure AI;OpenCV;Keras","0"
"a82a6cb8-c4c3-4c40-ba81-25fa10006253","Shannon Bartell","Elizabeth_Morar@yahoo.com","2f951dbe-71a7-4148-a6fc-e419fa5d637e",,,"2021-01-31 02:37:35.046","Spanish","2024-09-02 02:08:21.839","Machine Learning;AI Planning and Optimization;Computer Vision;Autonomous Vehicles;;Generative AI;Expert Systems;Speech Recognition;Neural Networks","Master Degree","4",";Natural Language Processing;Expert Systems;AI in Finance;AI for Games;AI Planning and Optimization;AI Ethics;Recommender Systems","YouTube","Scikit-learn;BigML;Hugging Face Transformers","0"
"a8d07b69-6d54-4d4e-a17c-75e2c5554394","Peggy Goldner","Nicolas_Barrows93@gmail.com","4c77f6a6-3db5-40b0-9d68-f38ac1556d67",,,"2021-01-30 15:24:11.047","Turkish","2024-09-02 02:08:21.839","Recommender Systems;Cognitive Computing;Deep Learning;Natural Language Processing;AI in Finance;Computer Vision;Speech Recognition","Undergraduate Degree","3","Natural Language Processing;Recommender Systems;Machine Learning;AI in Finance;AI in Healthcare;Neural Networks;Computer Vision;;AI in Education;AI Ethics;Robotics;AI Planning and Optimization;Deep Learning;Generative AI;Cognitive Computing;Expert Systems;Reinforcement Learning;AI for Games;Autonomous Vehicles","YouTube","Amazon SageMaker;OpenCV;DataRobot;Scikit-learn;PyTorch;IBM Watson;Microsoft Azure AI;BigML;Weka;;Google Cloud AI;OpenAI GPT;Keras;RapidMiner","0"
"a91de4a7-5076-41bd-9775-2ee6c6c4fa69","Sammy Krajcik MD","Onie3@hotmail.com","ab395c93-01bf-49fe-b1d7-d512cdae1f54",,,"2010-02-18 03:21:49.421","German","2024-09-02 02:08:21.839","Machine Learning;Deep Learning;;AI in Education;Cognitive Computing;AI for Games","University","2","Cognitive Computing;Machine Learning;AI Planning and Optimization;Reinforcement Learning;AI in Finance;Expert Systems;Neural Networks;AI in Healthcare;Autonomous Vehicles;Natural Language Processing;AI Ethics;Speech Recognition;Robotics;Deep Learning;Computer Vision;Generative AI;;AI in Education;Recommender Systems","Coursera","IBM Watson;PyTorch;;RapidMiner;Amazon SageMaker;Google Cloud AI;Keras;Weka;OpenAI GPT;OpenCV","0"
"a9352003-91d1-4339-b53d-ac434b91fdd1","Jenna Pollich DVM","Chanelle51@hotmail.com","b2407d71-3127-4226-931f-3e3f1ecf0d3c",,,"2021-05-10 07:27:21.631","German","2024-09-02 02:08:21.839","Recommender Systems;Cognitive Computing;Natural Language Processing","Middle School","1","Natural Language Processing;;Machine Learning",";DeepLearning.ai;Udemy","Google Cloud AI;DataRobot;;OpenCV;Hugging Face Transformers;Keras;Scikit-learn;PyTorch","0"
"a9ffe3de-7c4f-4a0f-97e9-23e5657e9ff8","Toby Kozey","Giles.Macejkovic6@gmail.com","efad5ada-f185-438b-9dac-970ae4b4bfb0",,,"2022-02-03 23:06:54.141","Dutch","2024-09-02 02:08:21.839","Speech Recognition;AI in Finance;AI Ethics;Recommender Systems;AI Planning and Optimization;Robotics;Generative AI;Reinforcement Learning;AI in Healthcare;Autonomous Vehicles;",,"5","Autonomous Vehicles;Machine Learning;Reinforcement Learning;Computer Vision;AI in Finance","YouTube;Udemy;Google AI","Weka;Keras;PyTorch;IBM Watson;DataRobot","0"
"ab1481d4-817a-419b-99e1-0c98af123e19","Lorene Kris IV","Karson_Welch29@yahoo.com","e6793f29-f714-46e8-88dc-de8d6056d4f2",,,"2008-09-05 17:54:52.881","Mandarin","2024-09-02 02:08:21.839","AI for Games","High School","0","AI Planning and Optimization;AI in Finance;Natural Language Processing;;Recommender Systems;Machine Learning;AI in Education;AI in Healthcare;Expert Systems;Robotics;Deep Learning;AI for Games;Cognitive Computing;Neural Networks;Autonomous Vehicles","MIT OpenCourseWare;Coursera;Google AI;Stanford Online","Keras;OpenCV;RapidMiner;Google Cloud AI;Amazon SageMaker;IBM Watson;Microsoft Azure AI;Weka;DataRobot;BigML;Hugging Face Transformers","0"
"af1b57de-9a3c-496a-be9d-50a7b1f75cb1","Mr. Brett Zulauf Sr.","Malachi.Mitchell75@hotmail.com","6024b979-fd12-4823-be1d-28e5910cb3a6",,,"2019-01-21 05:31:42.878","Dutch","2024-09-02 02:08:21.839","Natural Language Processing;AI Planning and Optimization;AI in Education","Middle School","1","AI for Games;Autonomous Vehicles;AI in Healthcare;Natural Language Processing;Speech Recognition;AI Ethics;Neural Networks;Cognitive Computing;AI in Education;;Reinforcement Learning;Recommender Systems;Deep Learning;AI in Finance;Generative AI;Computer Vision","YouTube;GitHub;Kaggle;Udemy;Coursera;;Google AI;DeepLearning.ai;Harvard Online","PyTorch;OpenCV;Keras;Google Cloud AI","0"
"af45cb7d-e817-4089-8e68-29128b8cc8a2","Ms. Nadine Greenholt","Cathrine_Ernser32@gmail.com","59d651de-379a-4bab-81cb-7e4e2d65e328",,,"2017-10-18 05:22:27.070","Italian","2024-09-02 02:08:21.839","Robotics;AI Ethics;;Reinforcement Learning;Natural Language Processing;Expert Systems;Neural Networks","Undergraduate Degree","3","Natural Language Processing;Recommender Systems;AI Planning and Optimization;Computer Vision;Expert Systems;Speech Recognition;;Machine Learning;AI in Healthcare;Reinforcement Learning;Robotics;AI Ethics;Generative AI;Cognitive Computing","Stanford Online;YouTube;Udemy;MIT OpenCourseWare;","TensorFlow;Amazon SageMaker;Hugging Face Transformers;DataRobot;RapidMiner;IBM Watson;Keras;Google Cloud AI;Scikit-learn;Weka;BigML;Microsoft Azure AI","0"
"b2161b7b-969d-4695-a8b4-cc193cc578e4","Keith Morar PhD","Susanna_Graham@yahoo.com","0665e1dc-97a2-4fc1-80fb-b6313000e3a6",,,"2014-02-11 18:52:35.430","Dutch","2024-09-02 02:08:21.839","Expert Systems;Generative AI;AI in Education;AI for Games;AI Planning and Optimization;Cognitive Computing;Robotics;Computer Vision;Neural Networks;AI Ethics;Autonomous Vehicles",,"5","Machine Learning;AI in Healthcare;Generative AI;Autonomous Vehicles;Deep Learning;AI for Games;Expert Systems;AI in Finance;Reinforcement Learning;AI in Education;AI Ethics;Robotics;Speech Recognition;Neural Networks;Recommender Systems;Computer Vision;;AI Planning and Optimization","Coursera;YouTube","BigML;Scikit-learn;Hugging Face Transformers;PyTorch","0"
"b3958cec-4ddb-41c5-8c0c-b59fa23d5145","Casey Gleason","Meghan.Erdman@gmail.com","0c683acf-19ea-474e-b12f-a55ca36ef722",,,"2024-08-10 17:54:51.974","Swedish","2024-09-02 02:08:21.839","Natural Language Processing;Reinforcement Learning;AI in Healthcare;Speech Recognition;Robotics;Cognitive Computing;AI Ethics;Machine Learning;Generative AI","Master Degree","4","Generative AI;AI for Games;Robotics;AI Planning and Optimization;Natural Language Processing;Reinforcement Learning;AI in Finance;Cognitive Computing",";edX;MIT OpenCourseWare;Udemy;Harvard Online;YouTube;Google AI;DeepLearning.ai;GitHub;Stanford Online",,"0"
